Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,salary,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,,,,,,,,,,,,
41,No,Travel_Rarely,334,Sales,2,4,4001,1,410,4,,,,,,,,,,,,
18,No,Travel_Rarely,812,Sales,10,3,4001,1,411,4,,,,,,,,,,,,
28,No,Travel_Rarely,1476,Research & Development,16,2,4001,1,412,2,,,,,,,,,,,,
31,No,Travel_Rarely,218,Sales,7,3,4001,1,416,2,,,,,,,,,,,,
39,No,Travel_Rarely,1132,Research & Development,1,3,4001,1,417,3,,,,,,,,,,,,
36,No,Non-Travel,1105,Research & Development,24,4,4001,1,419,2,,,,,,,,,,,,
32,No,Travel_Rarely,906,Sales,7,3,4001,1,420,4,,,,,,,,,,,,
38,No,Travel_Rarely,849,Research & Development,25,2,4001,1,421,1,,,,,,,,,,,,
58,No,Non-Travel,390,Research & Development,1,4,4001,1,422,4,,,,,,,,,,,,
31,No,Travel_Rarely,691,Research & Development,5,4,4001,1,423,3,,,,,,,,,,,,
31,No,Travel_Rarely,106,Human Resources,2,3,4001,1,424,1,,,,,,,,,,,,
45,No,Travel_Frequently,1249,Research & Development,7,3,4001,1,425,1,,,,,,,,,,,,
31,No,Travel_Rarely,192,Research & Development,2,4,4001,1,426,3,,,,,,,,,,,,
33,No,Travel_Frequently,553,Research & Development,5,4,4001,1,428,4,,,,,,,,,,,,
39,No,Travel_Rarely,117,Research & Development,10,1,4001,1,429,3,,,,,,,,,,,,
43,No,Travel_Frequently,185,Research & Development,10,4,4001,1,430,3,,,,,,,,,,,,
49,No,Travel_Rarely,1091,Research & Development,1,2,4001,1,431,3,,,,,,,,,,,,
52,Yes,Travel_Rarely,723,Research & Development,8,4,4001,1,433,3,,,,,,,,,,,,
27,No,Travel_Rarely,1220,Research & Development,5,3,4001,1,434,3,,,,,,,,,,,,
32,No,Travel_Rarely,588,Sales,8,2,4001,1,436,3,,,,,,,,,,,,
27,No,Travel_Rarely,1377,Sales,2,3,4001,1,437,4,,,,,,,,,,,,
31,No,Travel_Rarely,691,Sales,7,3,4001,1,438,4,,,,,,,,,,,,
32,No,Travel_Rarely,1018,Research & Development,2,4,4001,1,439,1,,,,,,,,,,,,
28,Yes,Travel_Rarely,1157,Research & Development,2,4,4001,1,440,1,,,,,,,,,,,,
30,No,Travel_Rarely,1275,Research & Development,28,2,4001,1,441,4,,,,,,,,,,,,
31,No,Travel_Frequently,798,Research & Development,7,2,4001,1,442,3,,,,,,,,,,,,
39,No,Travel_Frequently,672,Research & Development,7,2,4001,1,444,3,,,,,,,,,,,,
39,Yes,Travel_Rarely,1162,Sales,3,2,4001,1,445,4,,,,,,,,,,,,
33,No,Travel_Frequently,508,Sales,10,3,4001,1,446,2,,,,,,,,,,,,
47,No,Travel_Rarely,1482,Research & Development,5,5,4001,1,447,4,,,,,,,,,,,,
43,No,Travel_Frequently,559,Research & Development,10,4,4001,1,448,3,,,,,,,,,,,,
27,No,Non-Travel,210,Sales,1,1,4001,1,449,3,,,,,,,,,,,,
54,No,Travel_Frequently,928,Research & Development,20,4,4001,1,450,4,,,,,,,,,,,,
43,No,Travel_Rarely,1001,Research & Development,7,3,4001,1,451,3,,,,,,,,,,,,
45,No,Travel_Rarely,549,Research & Development,8,4,4001,1,452,4,,,,,,,,,,,,
40,No,Travel_Rarely,1124,Sales,1,2,4001,1,453,2,,,,,,,,,,,,
29,Yes,Travel_Rarely,318,Research & Development,8,4,4001,1,454,2,,,,,,,,,,,,
29,No,Travel_Rarely,738,Research & Development,9,5,4001,1,455,2,,,,,,,,,,,,
30,No,Travel_Rarely,570,Sales,5,3,4001,1,456,4,,,,,,,,,,,,
27,No,Travel_Rarely,1130,Sales,8,4,4001,1,458,2,,,,,,,,,,,,
37,No,Travel_Rarely,1192,Research & Development,5,2,4001,1,460,4,,,,,,,,,,,,
38,No,Travel_Rarely,343,Research & Development,15,2,4001,1,461,3,,,,,,,,,,,,
31,No,Travel_Rarely,1232,Research & Development,7,4,4001,1,462,3,,,,,,,,,,,,
29,No,Travel_Rarely,144,Sales,10,1,4001,1,463,4,,,,,,,,,,,,
35,No,Travel_Rarely,1296,Research & Development,5,4,4001,1,464,3,,,,,,,,,,,,
23,No,Travel_Rarely,1309,Research & Development,26,1,4001,1,465,3,,,,,,,,,,,,
41,No,Travel_Rarely,483,Research & Development,6,3,4001,1,466,4,,,,,,,,,,,,
47,No,Travel_Frequently,1309,Sales,4,1,4001,1,467,2,,,,,,,,,,,,
42,No,Travel_Rarely,810,Research & Development,23,5,4001,1,468,1,,,,,,,,,,,,
29,No,Non-Travel,746,Sales,2,3,4001,1,469,4,,,,,,,,,,,,
42,No,Travel_Rarely,544,Human Resources,2,1,4001,1,470,3,,,,,,,,,,,,
32,No,Travel_Rarely,1062,Research & Development,2,3,4001,1,471,3,,,,,,,,,,,,
48,No,Travel_Rarely,530,Sales,29,1,4001,1,473,1,,,,,,,,,,,,
37,No,Travel_Rarely,1319,Research & Development,6,3,4001,1,474,3,,,,,,,,,,,,
30,No,Non-Travel,641,Sales,25,2,4001,1,475,4,,,,,,,,,,,,
26,No,Travel_Rarely,933,Sales,1,3,4001,1,476,3,,,,,,,,,,,,
42,No,Travel_Rarely,1332,Research & Development,2,4,4001,1,477,1,,,,,,,,,,,,
21,Yes,Travel_Frequently,756,Sales,1,1,4001,1,478,1,,,,,,,,,,,,
36,No,Non-Travel,845,Sales,1,5,4001,1,479,4,,,,,,,,,,,,
36,No,Travel_Frequently,541,Sales,3,4,4001,1,481,1,,,,,,,,,,,,
57,No,Travel_Rarely,593,Research & Development,1,4,4001,1,482,4,,,,,,,,,,,,
40,No,Travel_Rarely,1171,Research & Development,10,4,4001,1,483,4,,,,,,,,,,,,
21,No,Non-Travel,895,Sales,9,2,4001,1,484,1,,,,,,,,,,,,
33,Yes,Travel_Rarely,350,Sales,5,3,4001,1,485,4,,,,,,,,,,,,
37,No,Travel_Rarely,921,Research & Development,10,3,4001,1,486,3,,,,,,,,,,,,
46,No,Non-Travel,1144,Research & Development,7,4,4001,1,487,3,,,,,,,,,,,,
41,Yes,Travel_Frequently,143,Sales,4,3,4001,1,488,1,,,,,,,,,,,,
50,No,Travel_Rarely,1046,Research & Development,10,3,4001,1,491,4,,,,,,,,,,,,
40,Yes,Travel_Rarely,575,Sales,22,2,4001,1,492,3,,,,,,,,,,,,
31,No,Travel_Rarely,408,Research & Development,9,4,4001,1,493,3,,,,,,,,,,,,
21,Yes,Travel_Rarely,156,Sales,12,3,4001,1,494,3,,,,,,,,,,,,
29,No,Travel_Rarely,1283,Research & Development,23,3,4001,1,495,4,,,,,,,,,,,,
35,No,Travel_Rarely,755,Research & Development,9,4,4001,1,496,3,,,,,,,,,,,,
27,No,Travel_Rarely,1469,Research & Development,1,2,4001,1,497,4,,,,,,,,,,,,
28,No,Travel_Rarely,304,Sales,9,4,4001,1,498,2,,,,,,,,,,,,
49,No,Travel_Rarely,1261,Research & Development,7,3,4001,1,499,2,,,,,,,,,,,,
51,No,Travel_Rarely,1178,Sales,14,2,4001,1,500,3,,,,,,,,,,,,
36,No,Travel_Rarely,329,Research & Development,2,3,4001,1,501,4,,,,,,,,,,,,
34,Yes,Non-Travel,1362,Sales,19,3,4001,1,502,1,,,,,,,,,,,,
55,No,Travel_Rarely,1311,Research & Development,2,3,4001,1,505,3,,,,,,,,,,,,
24,No,Travel_Rarely,1371,Sales,10,4,4001,1,507,4,,,,,,,,,,,,
30,No,Travel_Rarely,202,Sales,2,1,4001,1,508,3,,,,,,,,,,,,
26,Yes,Travel_Frequently,575,Research & Development,3,1,4001,1,510,3,,,,,,,,,,,,
22,No,Travel_Rarely,253,Research & Development,11,3,4001,1,511,1,,,,,,,,,,,,
36,No,Travel_Rarely,164,Sales,2,2,4001,1,513,2,,,,,,,,,,,,
30,Yes,Travel_Frequently,464,Research & Development,4,3,4001,1,514,3,,,,,,,,,,,,
37,No,Travel_Rarely,1107,Research & Development,14,3,4001,1,515,4,,,,,,,,,,,,
40,No,Travel_Rarely,759,Sales,2,2,4001,1,516,4,,,,,,,,,,,,
42,No,Travel_Rarely,201,Research & Development,1,4,4001,1,517,2,,,,,,,,,,,,
37,No,Travel_Rarely,1305,Research & Development,10,4,4001,1,518,3,,,,,,,,,,,,
43,No,Travel_Rarely,982,Research & Development,12,3,4001,1,520,1,,,,,,,,,,,,
40,No,Travel_Rarely,555,Research & Development,2,3,4001,1,521,2,,,,,,,,,,,,
54,No,Travel_Rarely,821,Research & Development,5,2,4001,1,522,1,,,,,,,,,,,,
34,No,Non-Travel,1381,Sales,4,4,4001,1,523,3,,,,,,,,,,,,
31,No,Travel_Rarely,480,Research & Development,7,2,4001,1,524,2,,,,,,,,,,,,
43,No,Travel_Frequently,313,Research & Development,21,3,4001,1,525,4,,,,,,,,,,,,
43,No,Travel_Rarely,1473,Research & Development,8,4,4001,1,526,3,,,,,,,,,,,,
25,No,Travel_Rarely,891,Sales,4,2,4001,1,527,2,,,,,,,,,,,,
37,No,Non-Travel,1063,Research & Development,25,5,4001,1,529,2,,,,,,,,,,,,
31,No,Travel_Rarely,329,Research & Development,1,2,4001,1,530,4,,,,,,,,,,,,
39,No,Travel_Frequently,1218,Research & Development,1,1,4001,1,531,2,,,,,,,,,,,,
56,No,Travel_Frequently,906,Sales,6,3,4001,1,532,3,,,,,,,,,,,,
30,No,Travel_Rarely,1082,Sales,12,3,4001,1,533,2,,,,,,,,,,,,
41,No,Travel_Rarely,645,Sales,1,3,4001,1,534,2,,,,,,,,,,,,
28,No,Travel_Rarely,1300,Research & Development,17,2,4001,1,536,3,,,,,,,,,,,,
25,Yes,Travel_Rarely,688,Research & Development,3,3,4001,1,538,1,,,,,,,,,,,,
52,No,Travel_Rarely,319,Research & Development,3,3,4001,1,543,4,,,,,,,,,,,,
45,No,Travel_Rarely,192,Research & Development,10,2,4001,1,544,1,,,,,,,,,,,,
52,No,Travel_Rarely,1490,Research & Development,4,2,4001,1,546,4,,,,,,,,,,,,
42,No,Travel_Frequently,532,Research & Development,29,2,4001,1,547,1,,,,,,,,,,,,
30,No,Travel_Rarely,317,Research & Development,2,3,4001,1,548,3,,,,,,,,,,,,
60,No,Travel_Rarely,422,Research & Development,7,3,4001,1,549,1,,,,,,,,,,,,
46,No,Travel_Rarely,1485,Research & Development,18,3,4001,1,550,3,,,,,,,,,,,,
42,No,Travel_Frequently,1368,Research & Development,28,4,4001,1,551,4,,,,,,,,,,,,
24,Yes,Travel_Rarely,1448,Sales,1,1,4001,1,554,1,,,,,,,,,,,,
34,Yes,Travel_Frequently,296,Sales,6,2,4001,1,555,4,,,,,,,,,,,,
38,No,Travel_Frequently,1490,Research & Development,2,2,4001,1,556,4,,,,,,,,,,,,
40,No,Travel_Rarely,1398,Sales,2,4,4001,1,558,3,,,,,,,,,,,,
26,No,Travel_Rarely,1349,Research & Development,23,3,4001,1,560,1,,,,,,,,,,,,
30,No,Non-Travel,1400,Research & Development,3,3,4001,1,562,3,,,,,,,,,,,,
29,No,Travel_Rarely,986,Research & Development,3,4,4001,1,564,2,,,,,,,,,,,,
29,Yes,Travel_Rarely,408,Research & Development,25,5,4001,1,565,3,,,,,,,,,,,,
19,Yes,Travel_Rarely,489,Human Resources,2,2,4001,1,566,1,,,,,,,,,,,,
30,No,Non-Travel,1398,Sales,22,4,4001,1,567,3,,,,,,,,,,,,
57,No,Travel_Rarely,210,Sales,29,3,4001,1,568,1,,,,,,,,,,,,
50,No,Travel_Rarely,1099,Research & Development,29,4,4001,1,569,2,,,,,,,,,,,,
30,No,Non-Travel,1116,Research & Development,2,3,4001,1,571,3,,,,,,,,,,,,
60,No,Travel_Frequently,1499,Sales,28,3,4001,1,573,3,,,,,,,,,,,,
47,No,Travel_Rarely,983,Research & Development,2,2,4001,1,574,1,,,,,,,,,,,,
46,No,Travel_Rarely,1009,Research & Development,2,3,4001,1,575,1,,,,,,,,,,,,
35,No,Travel_Rarely,144,Research & Development,22,3,4001,1,577,4,,,,,,,,,,,,
54,No,Travel_Rarely,548,Research & Development,8,4,4001,1,578,3,,,,,,,,,,,,
34,No,Travel_Rarely,1303,Research & Development,2,4,4001,1,579,4,,,,,,,,,,,,
46,No,Travel_Rarely,1125,Sales,10,3,4001,1,580,3,,,,,,,,,,,,
31,No,Travel_Rarely,1274,Research & Development,9,1,4001,1,581,3,,,,,,,,,,,,
33,Yes,Travel_Rarely,1277,Research & Development,15,1,4001,1,582,2,,,,,,,,,,,,
33,Yes,Travel_Rarely,587,Research & Development,10,1,4001,1,584,1,,,,,,,,,,,,
30,No,Travel_Rarely,413,Sales,7,1,4001,1,585,4,,,,,,,,,,,,
35,No,Travel_Rarely,1276,Research & Development,16,3,4001,1,586,4,,,,,,,,,,,,
31,Yes,Travel_Frequently,534,Research & Development,20,3,4001,1,587,1,,,,,,,,,,,,
34,Yes,Travel_Frequently,988,Human Resources,23,3,4001,1,590,2,,,,,,,,,,,,
42,No,Travel_Frequently,1474,Research & Development,5,2,4001,1,591,2,,,,,,,,,,,,
36,No,Non-Travel,635,Sales,10,4,4001,1,592,2,,,,,,,,,,,,
22,Yes,Travel_Frequently,1368,Research & Development,4,1,4001,1,593,3,,,,,,,,,,,,
48,No,Travel_Rarely,163,Sales,2,5,4001,1,595,2,,,,,,,,,,,,
55,No,Travel_Rarely,1117,Sales,18,5,4001,1,597,1,,,,,,,,,,,,
41,No,Non-Travel,267,Sales,10,2,4001,1,599,4,,,,,,,,,,,,
35,No,Travel_Rarely,619,Sales,1,3,4001,1,600,2,,,,,,,,,,,,
40,No,Travel_Rarely,302,Research & Development,6,3,4001,1,601,2,,,,,,,,,,,,
39,No,Travel_Frequently,443,Research & Development,8,1,4001,1,602,3,,,,,,,,,,,,
31,No,Travel_Rarely,828,Sales,2,1,4001,1,604,2,,,,,,,,,,,,
42,No,Travel_Rarely,319,Research & Development,24,3,4001,1,605,4,,,,,,,,,,,,
45,No,Travel_Rarely,561,Sales,2,3,4001,1,606,4,,,,,,,,,,,,
26,Yes,Travel_Frequently,426,Human Resources,17,4,4001,1,608,2,,,,,,,,,,,,
29,No,Travel_Rarely,232,Research & Development,19,3,4001,1,611,4,,,,,,,,,,,,
33,No,Travel_Rarely,922,Research & Development,1,5,4001,1,612,1,,,,,,,,,,,,
31,No,Travel_Rarely,688,Sales,7,3,4001,1,613,3,,,,,,,,,,,,
18,Yes,Travel_Frequently,1306,Sales,5,3,4001,1,614,2,,,,,,,,,,,,
40,No,Non-Travel,1094,Sales,28,3,4001,1,615,3,,,,,,,,,,,,
41,No,Non-Travel,509,Research & Development,2,4,4001,1,616,1,,,,,,,,,,,,
26,No,Travel_Rarely,775,Sales,29,2,4001,1,618,1,,,,,,,,,,,,
35,No,Travel_Rarely,195,Sales,1,3,4001,1,620,1,,,,,,,,,,,,
34,No,Travel_Rarely,258,Sales,21,4,4001,1,621,4,,,,,,,,,,,,
26,Yes,Travel_Rarely,471,Research & Development,24,3,4001,1,622,3,,,,,,,,,,,,
37,No,Travel_Rarely,799,Research & Development,1,3,4001,1,623,2,,,,,,,,,,,,
46,No,Travel_Frequently,1034,Research & Development,18,1,4001,1,624,1,,,,,,,,,,,,
41,No,Travel_Rarely,1276,Sales,2,5,4001,1,625,2,,,,,,,,,,,,
37,No,Non-Travel,142,Sales,9,4,4001,1,626,1,,,,,,,,,,,,
52,No,Travel_Rarely,956,Research & Development,6,2,4001,1,630,4,,,,,,,,,,,,
32,Yes,Non-Travel,1474,Sales,11,4,4001,1,631,4,,,,,,,,,,,,
24,No,Travel_Frequently,535,Sales,24,3,4001,1,632,4,,,,,,,,,,,,
38,No,Travel_Rarely,1495,Research & Development,10,3,4001,1,634,3,,,,,,,,,,,,
37,No,Travel_Rarely,446,Research & Development,1,4,4001,1,635,2,,,,,,,,,,,,
49,No,Travel_Rarely,1245,Research & Development,18,4,4001,1,638,4,,,,,,,,,,,,
24,No,Travel_Rarely,691,Research & Development,23,3,4001,1,639,2,,,,,,,,,,,,
26,No,Travel_Rarely,703,Sales,28,2,4001,1,641,1,,,,,,,,,,,,
24,No,Travel_Rarely,823,Research & Development,17,2,4001,1,643,4,,,,,,,,,,,,
50,No,Travel_Frequently,1246,Human Resources,3,3,4001,1,644,1,,,,,,,,,,,,
25,No,Travel_Rarely,622,Sales,13,1,4001,1,645,2,,,,,,,,,,,,
24,Yes,Travel_Frequently,1287,Research & Development,7,3,4001,1,647,1,,,,,,,,,,,,
30,Yes,Travel_Frequently,448,Sales,12,4,4001,1,648,2,,,,,,,,,,,,
34,No,Travel_Rarely,254,Research & Development,1,2,4001,1,649,2,,,,,,,,,,,,
31,Yes,Travel_Rarely,1365,Sales,13,4,4001,1,650,2,,,,,,,,,,,,
35,No,Travel_Rarely,538,Research & Development,25,2,4001,1,652,1,,,,,,,,,,,,
31,No,Travel_Rarely,525,Sales,6,4,4001,1,653,1,,,,,,,,,,,,
27,No,Travel_Rarely,798,Research & Development,6,4,4001,1,655,1,,,,,,,,,,,,
37,No,Travel_Rarely,558,Sales,2,3,4001,1,656,4,,,,,,,,,,,,
20,No,Travel_Rarely,959,Research & Development,1,3,4001,1,657,4,,,,,,,,,,,,
42,No,Travel_Rarely,622,Research & Development,2,4,4001,1,659,3,,,,,,,,,,,,
43,No,Travel_Rarely,782,Research & Development,6,4,4001,1,661,2,,,,,,,,,,,,
38,No,Travel_Rarely,362,Research & Development,1,1,4001,1,662,3,,,,,,,,,,,,
43,No,Travel_Frequently,1001,Research & Development,9,5,4001,1,663,4,,,,,,,,,,,,
48,No,Travel_Rarely,1236,Research & Development,1,4,4001,1,664,4,,,,,,,,,,,,
44,No,Travel_Rarely,1112,Human Resources,1,4,4001,1,665,1,,,,,,,,,,,,
34,No,Travel_Rarely,204,Sales,14,3,4001,1,666,3,,,,,,,,,,,,
27,Yes,Travel_Rarely,1420,Sales,2,1,4001,1,667,3,,,,,,,,,,,,
21,No,Travel_Rarely,1343,Sales,22,1,4001,1,669,3,,,,,,,,,,,,
44,No,Travel_Rarely,1315,Research & Development,3,4,4001,1,671,4,,,,,,,,,,,,
22,No,Travel_Rarely,604,Research & Development,6,1,4001,1,675,1,,,,,,,,,,,,
33,No,Travel_Rarely,1216,Sales,8,4,4001,1,677,3,,,,,,,,,,,,
32,No,Travel_Rarely,646,Research & Development,9,4,4001,1,679,1,,,,,,,,,,,,
30,No,Travel_Frequently,160,Research & Development,3,3,4001,1,680,3,,,,,,,,,,,,
53,No,Travel_Rarely,238,Sales,1,1,4001,1,682,4,,,,,,,,,,,,
34,No,Travel_Rarely,1397,Research & Development,1,5,4001,1,683,2,,,,,,,,,,,,
45,Yes,Travel_Frequently,306,Sales,26,4,4001,1,684,1,,,,,,,,,,,,
26,No,Travel_Rarely,991,Research & Development,6,3,4001,1,686,3,,,,,,,,,,,,
37,No,Travel_Rarely,482,Research & Development,3,3,4001,1,689,3,,,,,,,,,,,,
29,No,Travel_Rarely,1176,Sales,3,2,4001,1,690,2,,,,,,,,,,,,
35,No,Travel_Rarely,1017,Research & Development,6,4,4001,1,691,2,,,,,,,,,,,,
33,No,Travel_Frequently,1296,Research & Development,6,3,4001,1,692,3,,,,,,,,,,,,
54,No,Travel_Rarely,397,Human Resources,19,4,4001,1,698,3,,,,,,,,,,,,
36,No,Travel_Rarely,913,Research & Development,9,2,4001,1,699,2,,,,,,,,,,,,
27,No,Travel_Rarely,1115,Research & Development,3,4,4001,1,700,1,,,,,,,,,,,,
20,Yes,Travel_Rarely,1362,Research & Development,10,1,4001,1,701,4,,,,,,,,,,,,
33,Yes,Travel_Frequently,1076,Research & Development,3,3,4001,1,702,1,,,,,,,,,,,,
35,No,Non-Travel,727,Research & Development,3,3,4001,1,704,3,,,,,,,,,,,,
23,No,Travel_Rarely,885,Research & Development,4,3,4001,1,705,1,,,,,,,,,,,,
25,No,Travel_Rarely,810,Sales,8,3,4001,1,707,4,,,,,,,,,,,,
38,No,Travel_Rarely,243,Sales,7,4,4001,1,709,4,,,,,,,,,,,,
29,No,Travel_Frequently,806,Research & Development,1,4,4001,1,710,2,,,,,,,,,,,,
48,No,Travel_Rarely,817,Sales,2,1,4001,1,712,2,,,,,,,,,,,,
27,No,Travel_Frequently,1410,Sales,3,1,4001,1,714,4,,,,,,,,,,,,
37,No,Travel_Rarely,1225,Research & Development,10,2,4001,1,715,4,,,,,,,,,,,,
50,No,Travel_Rarely,1207,Research & Development,28,1,4001,1,716,4,,,,,,,,,,,,
34,No,Travel_Rarely,1442,Research & Development,9,3,4001,1,717,4,,,,,,,,,,,,
24,Yes,Travel_Rarely,693,Sales,3,2,4001,1,720,1,,,,,,,,,,,,
39,No,Travel_Rarely,408,Research & Development,2,4,4001,1,721,4,,,,,,,,,,,,
32,No,Travel_Rarely,929,Sales,10,3,4001,1,722,4,,,,,,,,,,,,
50,Yes,Travel_Frequently,562,Sales,8,2,4001,1,723,2,,,,,,,,,,,,
38,No,Travel_Rarely,827,Research & Development,1,4,4001,1,724,2,,,,,,,,,,,,
27,No,Travel_Rarely,608,Research & Development,1,2,4001,1,725,3,,,,,,,,,,,,
32,No,Travel_Rarely,1018,Research & Development,3,2,4001,1,727,3,,,,,,,,,,,,
47,No,Travel_Rarely,703,Sales,14,4,4001,1,728,4,,,,,,,,,,,,
40,No,Travel_Frequently,580,Sales,5,4,4001,1,729,4,,,,,,,,,,,,
53,No,Travel_Rarely,970,Research & Development,7,3,4001,1,730,3,,,,,,,,,,,,
41,No,Travel_Rarely,427,Human Resources,10,4,4001,1,731,2,,,,,,,,,,,,
60,No,Travel_Rarely,1179,Sales,16,4,4001,1,732,1,,,,,,,,,,,,
27,No,Travel_Frequently,294,Research & Development,10,2,4001,1,733,4,,,,,,,,,,,,
41,No,Travel_Rarely,314,Human Resources,1,3,4001,1,734,4,,,,,,,,,,,,
50,No,Travel_Rarely,316,Sales,8,4,4001,1,738,4,,,,,,,,,,,,
28,Yes,Travel_Rarely,654,Research & Development,1,2,4001,1,741,1,,,,,,,,,,,,
36,No,Non-Travel,427,Research & Development,8,3,4001,1,742,1,,,,,,,,,,,,
38,No,Travel_Rarely,168,Research & Development,1,3,4001,1,743,3,,,,,,,,,,,,
44,No,Non-Travel,381,Research & Development,24,3,4001,1,744,1,,,,,,,,,,,,
47,No,Travel_Frequently,217,Sales,3,3,4001,1,746,4,,,,,,,,,,,,
30,No,Travel_Rarely,501,Sales,27,5,4001,1,747,3,,,,,,,,,,,,
29,No,Travel_Rarely,1396,Sales,10,3,4001,1,749,3,,,,,,,,,,,,
42,Yes,Travel_Frequently,933,Research & Development,19,3,4001,1,752,3,,,,,,,,,,,,
43,No,Travel_Frequently,775,Sales,15,3,4001,1,754,4,,,,,,,,,,,,
34,No,Travel_Rarely,970,Research & Development,8,2,4001,1,757,2,,,,,,,,,,,,
23,No,Travel_Rarely,650,Research & Development,9,1,4001,1,758,2,,,,,,,,,,,,
39,No,Travel_Rarely,141,Human Resources,3,3,4001,1,760,3,,,,,,,,,,,,
56,No,Travel_Rarely,832,Research & Development,9,3,4001,1,762,3,,,,,,,,,,,,
40,No,Travel_Rarely,804,Research & Development,2,1,4001,1,763,4,,,,,,,,,,,,
27,No,Travel_Rarely,975,Research & Development,7,3,4001,1,764,4,,,,,,,,,,,,
29,No,Travel_Rarely,1090,Sales,10,3,4001,1,766,4,,,,,,,,,,,,
53,No,Travel_Rarely,346,Research & Development,6,3,4001,1,769,4,,,,,,,,,,,,
35,No,Non-Travel,1225,Research & Development,2,4,4001,1,771,4,,,,,,,,,,,,
32,No,Travel_Frequently,430,Research & Development,24,4,4001,1,772,1,,,,,,,,,,,,
38,No,Travel_Rarely,268,Research & Development,2,5,4001,1,773,4,,,,,,,,,,,,
34,No,Travel_Rarely,167,Research & Development,8,5,4001,1,775,2,,,,,,,,,,,,
52,No,Travel_Rarely,621,Sales,3,4,4001,1,776,3,,,,,,,,,,,,
33,Yes,Travel_Rarely,527,Research & Development,1,4,4001,1,780,4,,,,,,,,,,,,
25,No,Travel_Rarely,883,Sales,26,1,4001,1,781,3,,,,,,,,,,,,
45,No,Travel_Rarely,954,Sales,2,2,4001,1,783,2,,,,,,,,,,,,
23,No,Travel_Rarely,310,Research & Development,10,1,4001,1,784,1,,,,,,,,,,,,
47,Yes,Travel_Frequently,719,Sales,27,2,4001,1,785,2,,,,,,,,,,,,
34,No,Travel_Rarely,304,Sales,2,3,4001,1,786,4,,,,,,,,,,,,
55,Yes,Travel_Rarely,725,Research & Development,2,3,4001,1,787,4,,,,,,,,,,,,
36,No,Non-Travel,1434,Sales,8,4,4001,1,789,1,,,,,,,,,,,,
52,No,Non-Travel,715,Research & Development,19,4,4001,1,791,4,,,,,,,,,,,,
26,No,Travel_Frequently,575,Research & Development,1,2,4001,1,792,1,,,,,,,,,,,,
29,No,Travel_Rarely,657,Research & Development,27,3,4001,1,793,2,,,,,,,,,,,,
26,Yes,Travel_Rarely,1146,Sales,8,3,4001,1,796,4,,,,,,,,,,,,
34,No,Travel_Rarely,182,Research & Development,1,4,4001,1,797,2,,,,,,,,,,,,
54,No,Travel_Rarely,376,Research & Development,19,4,4001,1,799,4,,,,,,,,,,,,
27,No,Travel_Frequently,829,Sales,8,1,4001,1,800,3,,,,,,,,,,,,
37,No,Travel_Rarely,571,Research & Development,10,1,4001,1,802,4,,,,,,,,,,,,
38,No,Travel_Frequently,240,Research & Development,2,4,4001,1,803,1,,,,,,,,,,,,
34,No,Travel_Rarely,121,Research & Development,2,4,4001,1,804,3,,,,,,,,,,,,
35,No,Travel_Rarely,384,Sales,8,4,4001,1,805,1,,,,,,,,,,,,
30,No,Travel_Rarely,921,Research & Development,1,3,4001,1,806,4,,,,,,,,,,,,
40,No,Travel_Frequently,791,Research & Development,2,2,4001,1,807,3,,,,,,,,,,,,
34,No,Travel_Rarely,1111,Sales,8,2,4001,1,808,3,,,,,,,,,,,,
42,No,Travel_Frequently,570,Research & Development,8,3,4001,1,809,2,,,,,,,,,,,,
23,Yes,Travel_Rarely,1243,Research & Development,6,3,4001,1,811,3,,,,,,,,,,,,
24,No,Non-Travel,1092,Research & Development,9,3,4001,1,812,3,,,,,,,,,,,,
52,No,Travel_Rarely,1325,Research & Development,11,4,4001,1,813,4,,,,,,,,,,,,
50,No,Travel_Rarely,691,Research & Development,2,3,4001,1,815,3,,,,,,,,,,,,
29,Yes,Travel_Rarely,805,Research & Development,1,2,4001,1,816,2,,,,,,,,,,,,
33,No,Travel_Rarely,213,Research & Development,7,3,4001,1,817,3,,,,,,,,,,,,
33,Yes,Travel_Rarely,118,Sales,16,3,4001,1,819,1,,,,,,,,,,,,
47,No,Travel_Rarely,202,Research & Development,2,2,4001,1,820,3,,,,,,,,,,,,
36,No,Travel_Rarely,676,Research & Development,1,3,4001,1,823,3,,,,,,,,,,,,
29,No,Travel_Rarely,1252,Research & Development,23,2,4001,1,824,3,,,,,,,,,,,,
58,Yes,Travel_Rarely,286,Research & Development,2,4,4001,1,825,4,,,,,,,,,,,,
35,No,Travel_Rarely,1258,Research & Development,1,4,4001,1,826,4,,,,,,,,,,,,
42,No,Travel_Rarely,932,Research & Development,1,2,4001,1,827,4,,,,,,,,,,,,
28,Yes,Travel_Rarely,890,Research & Development,2,4,4001,1,828,3,,,,,,,,,,,,
36,No,Travel_Rarely,1041,Human Resources,13,3,4001,1,829,3,,,,,,,,,,,,
32,No,Travel_Rarely,859,Research & Development,4,3,4001,1,830,3,,,,,,,,,,,,
40,No,Travel_Frequently,720,Research & Development,16,4,4001,1,832,1,,,,,,,,,,,,
30,No,Travel_Rarely,946,Research & Development,2,3,4001,1,833,3,,,,,,,,,,,,
45,No,Travel_Rarely,252,Research & Development,2,3,4001,1,834,2,,,,,,,,,,,,
